customer_id,age,tenure,balance,num_products,has_credit_card,is_active_member,estimated_salary,churn
95,43,9,1826,2,0,1,91396.62990228168,1
96,42,8,262,1,1,1,37320.857160647385,1
97,62,6,1577,3,1,0,64539.7558621927,0
98,58,7,998,3,0,1,41192.57361338039,1
99,46,3,699,1,0,1,145658.77930541686,0
100,32,1,2349,3,1,1,46209.617547091286,0
101,62,5,1603,1,1,0,48213.04918213225,0
102,18,2,1241,2,1,1,136749.19419965905,0
103,42,5,1125,1,0,1,143271.39401717496,0
104,24,8,2335,2,0,1,121899.48470818918,0
105,26,9,1190,3,1,1,30648.590840720386,0
106,41,2,1005,2,0,1,30161.552514787643,0
107,18,3,35,3,0,1,75372.0923744941,0
108,61,3,743,1,1,1,47207.444401307104,0
109,25,1,1764,3,1,0,32206.337058191675,0
110,41,8,352,1,0,0,85688.00272854057,0
111,28,6,1922,1,0,1,143167.4276888366,0
112,68,8,72,2,1,0,68858.34898829178,0
113,34,9,1376,2,0,0,109336.88141144358,1
114,25,5,1914,2,0,1,108268.24237589289,0
115,52,3,1093,2,1,0,60129.612439820135,0
116,52,5,2472,3,1,1,108051.02985886372,1
117,50,5,707,3,0,1,55480.07691442695,0
118,22,5,1804,3,0,1,44640.88962922669,1
119,59,3,955,1,0,1,114165.99426716281,0
120,56,4,2475,3,1,1,43612.89805247001,0
121,58,9,159,3,0,0,149629.10623072262,0
122,45,9,2196,3,0,1,52014.28813802752,0
123,24,2,1735,2,1,0,101297.02353077491,0
124,26,8,1585,3,1,1,79364.94856951071,0
125,25,8,66,1,0,1,45166.37068868005,0
126,29,7,2428,2,1,1,33341.26890928961,1
127,51,8,57,1,1,0,104727.87387514,0
128,50,3,341,3,0,1,126810.90765469514,0
129,65,6,1153,2,1,1,131041.87938080927,0
130,40,1,1195,1,1,1,87925.61676923213,0
131,41,7,1232,3,0,1,123294.65606188627,1
132,54,1,2401,1,1,0,110741.65601862536,0
133,52,9,1494,1,0,1,116910.54329989599,0
134,61,1,1821,1,0,0,89111.8806266177,0
135,57,1,115,3,1,1,106009.40882905525,0
136,39,7,661,3,1,0,126663.10962912683,1
137,44,2,1465,1,1,0,77746.10106684276,0
138,52,5,1868,2,0,1,126717.46810411004,0
139,18,8,2334,2,1,1,101042.02113468754,1
140,52,8,1016,3,0,0,49908.12292449435,1
141,54,3,310,3,1,1,32962.09886695015,0
142,64,7,207,3,1,1,73530.43204789824,0
143,31,3,2493,3,1,1,95603.55939556078,0
144,20,6,632,3,0,0,130778.44226441861,0
145,18,6,2102,2,1,1,45298.28161682954,1
146,22,3,656,3,1,1,126024.76172202949,0
147,43,7,1423,1,0,1,133561.08552806725,0
148,31,3,1931,1,0,0,48082.498440100055,0
149,56,8,1679,2,1,1,132191.31831650628,0
150,44,4,236,1,1,0,148974.42814113502,0
151,26,1,347,2,1,1,117220.6597257885,0
152,32,4,629,2,0,0,124172.36181899856,0
153,32,7,1540,1,0,1,149329.8321070648,0
154,43,4,2003,3,0,1,102657.75006311345,0
155,59,6,1271,1,0,0,66946.36584194993,0
156,30,9,363,1,1,0,130503.70008912668,0
157,68,1,2368,2,0,0,103738.29330139575,0
158,49,5,285,1,0,1,99743.45084651478,0
159,56,7,148,2,0,1,60436.266661684596,0
160,66,1,1107,3,1,1,120760.1123499464,0
161,69,4,2453,3,1,1,39800.07310321155,0
162,49,6,455,3,0,0,140914.44849535933,0
163,21,2,1766,1,0,1,69098.81529245817,1
164,47,5,799,2,1,1,45332.95833479885,0
165,54,1,1184,3,1,1,83083.98397229025,0
166,40,6,1012,2,1,1,35096.38911078398,1
167,56,6,1523,2,1,1,112155.14331179595,0
168,62,4,480,3,1,1,138324.66125344275,0
169,32,8,1686,3,1,1,130471.56085662106,0
170,60,4,2161,2,1,0,45284.33681374573,1
171,46,8,1601,3,1,1,45152.53645292782,0
172,53,8,2408,2,0,1,127612.13787891169,0
173,30,5,340,2,0,1,140910.51295237392,0
174,49,4,2010,3,0,1,85280.37958001869,1
175,24,2,2496,1,0,0,89876.53402965191,0
176,68,3,1866,3,0,0,68191.4449662871,0
177,39,3,834,1,0,0,137311.81419076968,0
178,45,4,1203,2,1,0,107388.34863508272,0
179,19,4,1725,2,1,0,64590.18926008422,0
180,59,5,1689,1,0,0,65853.9445265102,0
181,62,4,310,2,0,1,136944.0087676323,1
182,23,8,261,1,1,0,31636.082868698577,0
183,45,6,1442,1,1,0,68727.18872719661,0
184,45,6,405,2,1,1,96522.80174596429,0
185,61,8,2190,1,0,0,47786.095451918954,0
186,61,7,341,3,1,1,41051.85050395077,0
187,37,8,1339,3,0,1,127833.15973086719,0
188,47,2,243,2,0,0,137328.52663782088,0
189,28,9,489,2,1,1,128832.77049578274,0
190,45,1,11,1,1,0,137854.54676848173,0
191,42,8,560,1,0,0,96373.43652700458,1
192,56,4,41,1,1,1,127470.97451884103,1
193,50,4,593,1,1,1,76085.11660693205,0
194,18,5,1452,3,0,0,109952.14337748462,0
195,44,8,1826,3,1,1,148660.26376669973,0
196,69,5,1693,2,0,1,57087.32686069529,1
197,30,8,133,1,0,0,76787.96955492967,0
198,58,1,947,1,1,0,87605.68527721027,1
199,20,9,72,2,0,1,46561.85844240621,0
200,56,6,398,1,0,0,39724.63325580681,1
201,23,3,1428,1,1,0,129566.74395859493,1
202,25,8,129,1,1,0,147215.32473931034,1
203,44,9,1811,1,1,0,78567.00765955905,0
204,26,6,2001,1,0,0,40517.980343358395,0
205,54,7,265,2,0,0,37897.41128286918,0
206,50,1,1560,1,1,0,136958.18476323585,0
207,68,5,1985,2,0,1,85657.7099673216,0
208,59,5,792,1,1,0,68403.27798748703,0
209,61,4,2300,3,1,1,87175.35254872794,0
210,41,6,1312,3,0,1,68196.49136308167,0
211,32,7,163,3,1,1,88684.2930369144,0
212,49,9,94,3,0,0,133146.7676301524,0
213,49,1,1805,2,0,0,101076.16452745149,1
214,41,6,1133,2,1,1,113358.45273722104,0
215,58,7,2383,1,0,0,73760.4811481204,0
216,69,3,821,3,1,1,118620.70542126225,0
217,66,8,237,2,0,0,109994.05018552468,1
218,66,5,2428,1,0,0,44347.43973024677,0
219,69,9,1960,1,0,1,98717.14237387016,0
220,29,5,1048,2,1,1,60809.21955717096,0
221,56,9,1676,3,0,1,126491.48035603114,0
222,19,4,963,1,1,0,81112.52501603274,0
223,20,9,536,3,0,1,149362.09982357846,1
224,66,5,1603,3,0,0,41100.052552675654,1
225,54,9,1979,3,1,0,123641.74352881903,0
226,66,3,127,1,1,0,110844.20802505878,0
227,34,4,91,3,1,1,122099.85967088466,0
228,66,9,542,1,1,1,66903.57545885476,0
229,19,6,845,3,1,1,89046.53872588807,0
230,19,2,1681,1,0,0,125581.022366845,0
231,45,7,1851,3,0,0,57904.9597945026,1
232,40,2,2494,2,1,1,57123.98361463825,1
233,54,2,389,3,0,0,96126.11439539188,0
234,49,1,1884,3,0,0,92827.62954358269,0
235,50,3,42,1,0,1,63871.49644955194,0
236,18,6,253,1,1,1,65769.07806297873,0
237,36,8,1083,3,0,1,63341.41958478786,0
238,19,9,2334,2,0,0,122581.44743981851,0
239,61,7,1540,2,0,0,108228.10386749527,1
240,43,4,1953,1,1,0,129890.06200923033,0
241,49,6,2392,2,0,0,147056.76339768263,0
242,23,5,641,3,0,0,86899.71555263837,0
243,49,8,2429,1,1,1,38003.26576865386,0
244,21,1,689,3,1,0,35771.07724944425,0
245,28,1,1276,1,0,0,65479.8047125943,0
246,34,6,1950,1,0,0,141905.35072229413,0
247,55,2,1079,1,1,1,92785.56659650498,0
248,41,5,1486,1,1,1,62614.3819296155,0
249,22,1,456,2,1,1,77900.01534132235,1
250,69,7,982,3,1,0,101831.4128885605,0
251,51,1,2130,3,1,1,108353.95897654106,0
252,23,4,1122,3,1,1,48470.341173948604,0
253,39,9,148,1,1,1,147243.80118542112,0
254,28,1,1352,2,0,0,95372.66723793466,0
255,65,4,1179,3,1,1,46282.59813507352,1
256,33,6,189,2,1,0,137236.23040153604,1
257,50,6,882,1,0,0,38956.611729531454,0
258,26,8,2310,3,1,1,138928.25198130152,0
259,23,1,399,2,1,0,149587.8787546779,0
260,33,7,608,1,0,1,114051.81589878046,0
261,46,1,1795,2,1,0,122453.66652887878,0
262,20,7,1638,3,0,1,70476.34037609836,0
263,37,3,1575,3,0,1,142989.22232807206,0
264,53,8,2148,1,0,1,93565.67593300412,0
265,36,3,1382,1,0,0,117886.61359170658,0
266,43,1,1403,1,1,1,140892.92590935354,1
267,20,8,819,2,0,0,147021.597117061,0
268,36,3,819,2,0,1,129984.52279160092,0
269,37,2,419,2,1,0,66362.10083784361,0
270,49,1,123,1,0,0,145985.7019862499,0
271,24,3,421,3,0,1,105374.34374922862,0
272,69,2,1508,3,0,1,141677.09716223518,0
273,58,2,1597,2,0,1,111132.60309772223,1
274,50,6,767,2,1,1,66868.67542172645,0
275,57,1,2044,3,0,1,74402.94289713792,0
276,56,2,2202,3,1,0,96056.61325235286,0
277,35,6,2139,2,1,1,124801.78098718583,0
278,57,3,1549,2,0,1,68157.90616084018,0
279,18,4,1764,3,0,0,99567.73993610305,1
280,28,1,2044,1,0,1,71474.99922916818,0
281,45,8,509,2,0,1,127892.32855621286,0
282,42,7,1206,3,1,0,86007.37125215406,0
283,67,7,385,3,1,1,39206.73922234622,0
284,40,3,1597,3,1,1,49926.302577784365,1
285,48,3,2452,3,0,1,37332.560114355874,1
286,47,2,2293,1,1,0,89916.35352171902,0
287,59,1,741,3,0,1,42760.47568178726,0
288,52,7,1911,2,0,0,43696.79631715585,0
289,24,7,1446,1,0,1,142925.79120460525,0
290,33,2,900,3,0,0,134718.60866112664,1
291,43,7,2112,1,0,1,84250.39161736392,0
292,65,8,2260,2,1,0,148296.6385020247,0
293,69,1,2009,3,1,0,30022.383380479572,0
294,66,9,241,2,0,0,103677.53475280726,1
295,19,7,2385,3,1,0,103971.38128462441,0
296,18,3,2020,3,0,0,84893.16670438659,0
297,65,8,172,3,0,0,77633.75675211515,0
298,29,7,671,3,0,1,84645.97625767291,1
299,22,8,163,3,1,1,79795.25232956166,0
300,54,6,464,1,0,0,117659.09729787592,0
301,49,9,496,3,0,0,46242.652196794086,0
302,26,5,699,3,1,0,53716.70647093562,0
303,58,3,2442,1,1,0,51662.18740709083,0
304,52,3,702,1,1,1,61496.470214551744,1
305,36,1,1940,1,0,0,93031.01025379,0
306,65,8,2355,1,0,1,43345.04968058625,0
307,33,2,1791,1,1,1,134180.3154391805,0
308,20,3,182,1,0,0,65683.38375701668,0
309,37,8,628,3,1,0,49504.55849624494,1
310,41,8,1731,3,1,1,111074.5571517892,0
311,50,4,545,2,0,1,34570.356071918315,0
312,41,4,1587,3,0,0,104396.2277848997,0
313,69,5,623,3,1,0,113783.81168117997,0
314,28,6,593,1,1,0,55789.9837664063,0
315,66,5,743,1,1,1,35035.68881323611,0
316,25,7,1768,3,1,1,73637.44307033395,0
317,53,2,1459,2,0,0,41831.30762903238,0
318,55,7,1948,1,1,1,43977.34196080045,0
319,57,7,2068,3,1,1,60511.34777338375,0
320,37,1,2444,3,1,0,65456.15095521112,1
321,52,7,104,2,0,0,93596.44092257047,0
322,65,5,2239,2,0,1,111407.02626036157,0
323,42,3,16,1,1,1,101132.51290442217,0
324,52,3,392,2,0,0,47803.24047474202,0
325,42,4,424,3,0,0,50650.323894315174,0
326,46,2,2176,3,0,0,135452.30997514975,0
327,35,2,571,2,1,0,97002.27780769364,0
328,63,1,2076,2,1,0,134392.5399477227,1
329,35,5,1120,2,0,1,74585.58135838492,0
330,19,4,241,2,1,1,103728.00089175886,0
331,52,2,2279,1,1,1,92839.6099265533,0
332,33,3,788,2,0,1,68294.8187784555,0
333,58,7,714,1,0,0,86389.84464403144,0
334,53,7,758,3,1,0,90298.90521923185,0
335,50,4,775,2,0,0,54092.51697080143,0
336,21,5,2247,1,1,1,67801.24468520778,1
337,50,5,78,2,1,1,124969.17006083707,0
338,31,6,855,3,0,1,139894.58873449525,0
339,38,9,1439,3,1,0,73175.29122543594,1
340,65,2,2496,3,1,1,66836.67386508218,0
341,37,5,2134,2,0,0,53423.6597486259,0
342,25,3,2148,2,0,0,111418.94023806974,1
343,24,4,1031,1,0,0,68771.96419996046,0
344,20,6,844,3,1,0,148529.9446919026,1
345,34,8,86,2,0,0,69082.17624767439,0
346,50,1,2090,3,0,0,77296.32561391537,0
347,65,8,407,3,0,1,102400.10354544417,1
348,29,7,1668,1,0,0,126202.1151829566,0
349,68,1,147,1,1,0,86342.23984147605,0
350,39,2,2324,1,1,1,80718.724054675,0
351,39,3,231,1,0,0,149476.540031377,1
352,63,1,1950,3,1,1,31259.23693679333,1
353,47,9,365,1,0,1,137407.8346621495,0
354,55,8,1674,1,0,1,47896.89911276849,0
355,55,2,435,1,1,0,124311.03314506961,1
356,62,9,398,1,1,0,104151.78718155576,0
357,68,7,1234,3,0,1,71021.67425977104,0
358,25,9,1414,1,0,0,134864.99466252222,0
359,44,6,562,3,1,0,31548.86735771904,0
360,44,6,2489,2,0,1,57202.87824899084,0
361,51,4,1284,3,1,1,98027.13554994433,0
362,38,2,772,3,0,0,72185.07120596376,0
363,47,7,2397,1,0,1,103245.29943819932,1
364,50,5,2037,2,1,1,32893.22320904002,0
365,45,6,1343,2,1,1,43975.0716578055,0
366,64,2,2185,2,1,0,45251.54882621271,0
367,50,5,1573,2,1,0,52714.03750992113,0
368,22,4,991,3,1,0,85119.77289606514,0
369,65,9,2415,2,1,1,120255.44394522854,0
370,36,6,1246,3,1,0,138664.66055146814,0
371,21,2,359,3,0,1,130244.70363410952,1
372,52,1,920,3,0,0,53626.54461308203,0
373,66,5,2376,2,0,0,82938.0662676759,0
374,34,9,962,1,1,1,53929.391731024196,0
375,61,6,1827,1,1,0,61736.618000062896,1
376,45,7,1613,2,1,1,90425.63778142634,0
377,47,5,1640,1,0,0,38173.0829668227,0
378,46,6,2216,1,1,0,56180.91955119278,0
379,63,5,216,3,1,1,142245.37935685407,0
380,23,9,377,3,0,1,85933.95511901868,0
381,52,6,118,2,1,1,83446.38311734467,0
382,58,8,189,2,0,0,31748.05857015347,1
383,54,2,369,1,0,0,59687.96964700149,1
384,41,9,1801,3,1,0,133955.09231786174,0
385,46,5,2196,2,1,1,49755.41139104025,1
386,66,7,651,2,1,1,79814.99274416652,0
387,63,1,1882,2,0,1,31719.70870404015,0
388,48,5,1511,2,0,0,87400.2578004667,0
389,52,2,769,2,0,0,32522.532807146057,0
390,50,6,2421,2,1,1,128353.14636789598,1
391,69,1,780,1,1,0,128982.45209845243,0
392,38,3,1716,3,1,1,124529.06259628438,0
393,49,5,2207,3,1,0,64003.68826693419,0
394,40,4,2398,2,0,0,130468.46618661817,0
395,50,3,1311,3,0,1,95159.77591263232,0
396,20,5,1249,3,0,0,74856.9730640403,0
397,35,8,522,3,0,0,105039.59516450796,0
398,42,4,521,2,1,1,31480.92552724488,1
399,59,1,782,2,1,1,47155.30531209026,1
400,48,7,2320,3,1,0,119075.22458043153,0
401,20,8,935,3,0,1,59299.393045938355,1
402,57,3,2230,2,0,0,101761.09407944995,0
403,63,6,1688,1,1,1,76212.31233876356,0
404,41,2,487,3,1,0,132576.69345591136,0
405,67,7,1850,1,0,0,144289.83671959722,0
406,49,8,845,3,1,1,136027.76740442286,0
407,64,6,2171,1,0,0,62474.3993632316,0
408,39,6,2461,1,0,0,53299.544285529875,0
409,40,5,2003,1,0,1,86932.1872344882,0
410,19,8,1748,2,1,1,30880.098100341635,0
411,44,1,685,1,1,0,33097.127143581805,0
412,59,4,2160,1,0,1,96394.87675476001,0
413,19,4,2169,1,1,1,92453.92849983432,0
414,43,3,1567,3,0,0,149349.8386842312,0
415,34,3,1245,1,0,0,54221.02024365097,0
416,57,4,38,3,0,1,60972.47149925621,0
417,50,1,779,1,0,1,43624.8770791544,1
418,26,2,1256,1,1,1,140105.16115844937,0
419,60,9,2196,2,0,0,123337.34933501409,0
420,65,2,1927,3,0,0,128680.6933748217,0
421,56,5,301,1,1,0,138331.65455574106,1
422,46,9,2285,3,0,0,92987.99840710059,0
423,59,9,646,3,0,0,84143.18297408684,0
424,43,8,662,2,1,0,69646.97683987397,1
425,52,1,2283,2,1,0,100705.75372174266,0
426,67,1,1759,2,1,1,84513.4076147787,0
427,42,9,2250,2,0,1,84187.87039266902,0
428,41,8,255,2,1,0,142431.34364773665,0
429,30,9,597,2,1,0,148083.7817134956,0
430,24,7,661,2,0,0,125578.12671954969,0
431,53,3,234,2,0,1,120810.97082963139,0
432,62,3,1368,1,0,0,111666.97941349217,0
433,37,2,769,3,0,1,49928.98228002165,0
434,18,5,212,2,0,1,37092.698505078544,0
435,25,3,462,2,1,1,112887.15781359158,0
436,63,6,2483,3,1,1,117454.34667078912,1
437,33,2,282,1,1,1,35636.75893177678,0
438,31,3,1486,3,0,0,141366.21002746176,1
439,29,5,1430,3,0,0,40936.87673336131,0
440,68,1,87,2,0,1,64308.06405254429,0
441,40,1,1067,3,1,0,110686.77753584454,0
442,32,9,460,3,1,1,50384.71132853716,0
443,45,7,2325,2,0,1,36649.90661306933,0
444,51,1,2468,2,1,0,69737.57869969797,0
445,19,8,1724,2,0,0,121916.58898262148,1
446,49,3,1376,2,1,0,79641.44147823124,0
447,40,8,514,3,1,0,108356.75062895272,0
448,39,5,702,3,1,0,99554.2916673764,0
449,68,1,1653,1,0,1,32666.21784306965,1
450,42,7,2066,1,1,0,148624.7984454848,0
451,39,5,22,3,1,0,34971.37065832653,0
452,39,6,2460,1,0,0,146136.32851781818,0
453,66,6,1053,3,1,1,95983.70140372778,0
454,69,8,1830,1,0,0,145579.08324780798,0
455,59,9,2155,2,0,1,43770.431929660255,0
456,23,2,1304,1,0,0,88849.02230226158,0
457,32,9,1134,2,0,0,50340.49102392704,0
458,60,9,2183,2,0,1,36116.98524269309,0
459,54,7,361,2,1,0,104103.49380747738,0
460,50,1,2176,2,0,0,54934.01051540297,1
461,25,7,1899,1,0,1,100523.64219450552,0
462,61,5,1284,3,0,0,43483.73783387827,0
463,61,6,514,2,0,1,69838.37657192434,0
464,22,7,448,1,1,1,123795.90696638967,0
465,56,5,1923,2,0,1,82446.18262106251,1
466,21,7,1506,1,1,1,105329.44978768037,0
467,23,9,1247,1,0,1,107694.95288946552,0
468,62,3,1855,1,1,0,131250.60527847524,0
469,49,8,873,3,0,0,68990.73532879696,1
470,69,2,1428,1,0,0,112475.46750990211,0
471,47,7,2349,1,1,1,145393.8968455399,0
472,64,2,2278,3,0,1,117629.20012294417,1
473,52,4,1754,3,1,1,88784.45720612934,0
474,57,7,922,1,0,1,105686.0933390315,0
475,69,3,2159,3,1,0,118761.94773157297,0
476,33,2,1036,2,0,0,103473.09188326469,0
477,30,7,1416,2,0,1,32001.0976187807,0
478,67,1,2281,3,1,1,53372.8197224671,0
479,59,8,313,3,0,0,127256.18606585592,1
480,47,3,2256,1,0,1,62718.077677498164,0
481,36,2,1997,3,0,1,117787.45434733607,0
482,34,3,1037,1,0,1,74654.42582900384,0
483,36,5,1656,2,0,0,92626.11937895318,0
484,45,8,1778,3,0,0,38156.795978328446,0
485,43,7,1014,1,1,1,51747.067325965145,0
486,54,7,1093,1,1,0,144863.63562230815,0
487,43,7,1124,2,1,1,136816.56641362968,0
488,40,8,697,3,0,1,108273.01330788602,1
489,26,1,2179,2,1,0,85157.35168628849,1
490,29,4,1404,1,0,1,111091.35514742686,0
491,18,6,1155,1,0,1,104233.23469127268,0
492,18,9,1043,3,0,0,98226.27067255345,0
493,64,2,1929,1,0,1,37101.24862362502,0
494,51,1,1013,3,1,1,105936.31327938083,0
495,49,2,226,2,0,1,122270.4053485402,0
496,65,7,1828,3,1,0,149289.79855746907,0
497,42,3,1492,3,0,1,31329.426311317162,0
498,57,2,821,1,1,0,117620.8143972812,0
499,62,7,2023,1,1,1,98614.71791231766,0
500,18,2,870,3,1,1,82086.26112971481,0
501,33,3,2452,1,1,1,45308.420948564504,0
502,56,7,2249,1,1,1,79090.21783618515,0
503,22,4,2085,1,1,0,72525.26195833622,0
504,39,1,1795,3,0,0,66339.58667744906,1
505,46,5,187,1,1,1,117705.55479866492,0
506,20,9,1080,3,0,1,114087.06255411166,0
507,29,8,940,1,1,1,100682.41091770939,0
508,43,9,2320,2,0,1,142639.77759520465,1
509,33,9,525,1,1,1,71982.52610170253,0
510,68,7,335,1,1,1,59256.232525221545,0
511,54,4,1078,3,0,1,108708.39757180795,1
512,39,5,161,3,1,1,53857.68731248836,1
513,46,1,593,1,1,0,67801.26086201095,1
514,31,1,1938,2,1,0,56952.29280898618,1
515,45,3,2206,1,0,0,38298.42812622015,1
516,22,8,59,1,1,1,129299.84899628081,0
517,64,2,1901,2,0,1,60544.86515059934,0
518,66,4,2258,3,1,1,86763.30040116247,0
519,47,2,405,1,1,0,35197.83279051744,0
520,63,5,663,3,0,1,113920.73595031718,0
521,69,9,1132,3,1,0,69667.32027675491,0
522,22,1,1099,2,1,1,119368.4073395052,0
523,29,5,541,2,0,0,79488.36725614395,0
524,33,9,1337,3,1,0,53490.67276867495,0
525,43,1,997,1,0,0,91581.0098738443,0
526,43,9,1140,3,0,1,45660.54715649277,0
527,65,8,867,1,0,0,82864.69918475937,0
528,38,4,2066,1,1,1,68076.65729045839,0
529,56,5,431,2,0,1,139435.150103956,0
530,53,5,739,1,0,1,37311.446606486395,0
531,50,6,1373,1,1,1,113282.08969268904,0
532,47,7,182,3,0,1,51930.13991849231,0
533,54,8,2160,2,1,0,68285.40891986879,0
534,40,8,1206,1,1,1,79861.68756744792,0
535,27,2,1169,1,1,1,138961.8107249969,1
536,22,9,830,2,1,1,59109.39192885902,0
537,53,7,1651,3,0,1,40957.05630536043,0
538,51,4,1136,2,0,1,68242.75247886282,0
539,69,4,475,2,0,0,42561.116464264,0
540,48,8,1326,1,0,0,45431.5783152663,0
541,27,4,970,1,0,1,98862.0717570032,0
542,36,6,1019,3,1,0,37308.231971939196,0
543,49,5,1141,1,0,0,33711.705767227926,0
544,18,3,1836,1,0,1,115729.69217645974,0
545,22,2,160,2,0,0,73397.65138092535,0
546,62,9,2448,1,1,1,45045.04190806479,0
547,21,9,197,3,1,0,60433.532503164985,1
548,33,1,1283,2,0,0,107050.38088228788,0
549,41,3,659,3,1,0,63064.38805690214,0
550,33,8,1775,2,0,1,89342.53501444895,0
551,19,6,1070,1,0,0,44603.43680720068,0
552,66,5,2010,2,1,0,100571.23651265363,0
553,45,5,398,2,1,1,67929.32206119169,0
554,49,6,1733,1,0,1,105236.21214344598,1
555,44,7,1582,1,0,0,127007.38587648275,0
556,37,1,2125,3,1,1,103397.57032679909,1
557,41,9,2171,3,0,0,65489.70751140248,0
558,29,3,74,1,1,0,60689.24418579605,1
559,67,4,2184,1,0,1,69290.51504801377,0
560,52,1,601,1,1,1,49754.46158838058,0
561,50,3,836,2,0,1,51740.62210200241,0
562,50,2,1528,2,0,0,124882.93222802014,0
563,68,2,499,2,1,1,76167.90918089339,1
564,60,1,1596,1,0,0,82319.4216684703,0
565,54,8,137,3,0,1,101285.93586801733,0
566,29,3,2097,1,1,0,100758.41941818572,0
